N° interne,N° SA,SN1/SN2, Famille  de situation,Problématique exemplaire,Urgences-SN1,Ped Ambu,SN2-Gynéco,Titre,Spécialité,5 types d'étapes de raisonnement,2 types d'étapes du raisonnement,Item,RC,Compétences,Compétences certifiées,Notes
7,67,SN1-1,FS03,Exemples de l'apport d'articles de la littérature utiles pour réévaluer la décision,SN1 avant Urgences,non,SN2 avant Pôle femme,SA7-9,Gastroentérologie,Diagnostic,Diagnostic,Douleurs abdominales aiguës chez l'enfant et chez l'adulte,ABDOMEN DOULOUREUX,"Premier recours, urgences",,
7,68,SN1-1,FS01,Incidents iatrogènes nouvellement rencontrés,SN1 avant Urgences,non,SN2 avant Pôle femme,SA8-3,Rhumatologie,PEC-ttt,PEC-ttt,Douleurs lombaires aiguës chez l'enfant et chez l'adulte,LOMBALGIE,"Premier recours, urgences",['C5NiD2' 'C5NiD3' 'C6NnD1' 'C6NnD3' 'C6NnD4'],
7,69,SN1-1,FS01,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",SN1 avant Urgences,non,SN2 avant Pôle femme,SA9-1,Gynécologie,PEC-ttt,PEC-ttt,"Thérapeutiques antalgiques, médicamenteuses et non médicamenteuses",DOULEUR NON CARACTÉRISTIQUE,"Approche globale, prise en compte de la complexité",['C1NiD2' 'C1NiD3' 'C3NiD6' 'C4NiD4' 'C4NiD5'],
7,70,SN1-1,FS02,Exemples de l'apport d'articles de la littérature utiles pour réévaluer la décision,SN1 avant Urgences,non,SN2 avant Pôle femme,SA10-9,Endocrinologie,Diagnostic,Diagnostic,Ostéopathies fragilisantes,DÉPISTAGE ET PRÉVENTION,"Éducation, prévention, dépistage, santé individuelle et communautaire",,
8,71,SN1-1,FS04,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,oui,SN2 avant Pôle femme,SA1_3,Cardiologie,PEC-ttt,PEC-ttt,Souffle cardiaque chez l'enfant,SOUFFLE CARDIAQUE,"Continuité, suivi, coordination des soins autour du patient",['C5NnD3' 'C6NnD1' 'C1NnD9'],
8,72,SN1-1,FS02,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,oui,SN2 avant Pôle femme,SA1_4,Infectiologie,Diagnostic,Diagnostic,Zoonoses,ÉRYTHÈME,"Premier recours, urgences",['C5NnD6' 'C4NnD1' 'C6NnD3'],
8,73,SN1-1,FS04,Prescriptions médicamenteuses nouvelles,Urgences avant SN1,oui,SN2 avant Pôle femme,SA2_3,Gynécologie,PEC-ttt,PEC-ttt,Contraception,CONTRACEPTION,"Premier recours, urgences",['C1NnD4' 'C1NnD8' 'C5NnD2'],
8,74,SN1-1,FS02,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,oui,SN2 avant Pôle femme,SA1_5,Orthopédie,PEC-ttt,PEC-ttt,Syndrome douloureux régional complexe (ex algodystrophie),ALGODYSTROPHIE,"Premier recours, urgences",['C5NnD5' 'C2NnD3' 'C2NnD1'],
8,75,SN1-1,FS02,Pratique de gestes techniques utiles en soins primaires,Urgences avant SN1,oui,SN2 avant Pôle femme,SA7_2,Dermatologie,PEC-ttt,PEC-ttt,"Infection aiguë des parties molles (abcès, panaris, phlegmon des gaines)",ABCÈS SUPERFICIEL,"Premier recours, urgences",['C1NnD1' 'C5NnD1'],
8,76,SN1-1,FS04,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,oui,SN2 avant Pôle femme,SA1_6,Endocrinologie,Diag+PEC,Diag+PEC,Gynécomastie,TUMÉFACTION,"Premier recours, urgences",['C1NnD6' 'C1NnD8'],
8,77,SN1-1,FS03,Situations de soins non programmés vous ayant posé problème,Urgences avant SN1,oui,SN2 avant Pôle femme,SA6_1,Cardiologie,Diagnostic,Diagnostic,Douleur thoracique aiguë,ANGOR -INSUFFISANCE CORONARIENNE ,"Premier recours, urgences",['C4NnD1' 'C4NnD3'],
8,78,SN1-1,FS09,Difficultés relationnelles avec le patient ou son entourage,Urgences avant SN1,oui,SN2 avant Pôle femme,SA4_3,Pédiatrie,Prévention-Education,Autre,Vaccinations,VACCINATION,"Éducation, prévention, dépistage, santé individuelle et communautaire",['C5NnD6' 'C5NnD1' 'C2NnD2'],
8,79,SN1-1,FS02,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,Urgences avant SN1,oui,SN2 avant Pôle femme,SA8_1,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",,
8,80,SN1-1,FS06,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,Urgences avant SN1,oui,SN2 avant Pôle femme,SA8_2,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",,
9,81,SN1-1,FS02,Situations de soins non programmés vous ayant posé problème,SN1 avant Urgences,non,Pôle femme avant SN2,SA5-PChosson-SN1,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",,
9,82,SN1-1,FS11,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",SN1 avant Urgences,non,Pôle femme avant SN2,SA1-PChosson-Vfinale,Endocrinologie,PEC-ttt,PEC-ttt,Modifications thérapeutiques du mode de vie (alimentation et activité physique) chez l'adulte et l'enfant,DIABÈTE DE TYPE 2,,,
9,83,SN1-1,FS07,Difficultés relationnelles avec le patient ou son entourage,SN1 avant Urgences,non,Pôle femme avant SN2,SA2-PChosson-Vfinale,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",,
9,84,SN1-1,FS04,Exemples de l'apport d'articles de la littérature utiles pour réévaluer la décision,SN1 avant Urgences,non,Pôle femme avant SN2,SA3-PC,Orthopédie,PEC-ttt,PEC-ttt,Rachialgie,ANOMALIE POSTURALE ,"Premier recours, urgences",,
9,85,SN1-1,FS01,Prescriptions médicamenteuses nouvelles,SN1 avant Urgences,non,Pôle femme avant SN2,SA7-PC,Pneumologie,PEC-ttt,PEC-ttt,Addiction au tabac,TABAGISME,"Éducation, prévention, dépistage, santé individuelle et communautaire",,
9,86,SN1-1,FS09,Difficultés relationnelles avec le patient ou son entourage,SN1 avant Urgences,non,Pôle femme avant SN2,SA8-PC,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",,
9,87,SN1-1,FS01,Exemples de l'apport de la supervision de l'enseignant clinicien modifiant votre perception de la situation,SN1 avant Urgences,non,Pôle femme avant SN2,SA9-PC,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",,
9,88,SN1-1,FS09,Difficultés relationnelles avec le patient ou son entourage,SN1 avant Urgences,non,Pôle femme avant SN2,SA4-PC,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient",,
9,89,SN1-1,FS02,Situations de soins non programmés vous ayant posé problème,SN1 avant Urgences,non,Pôle femme avant SN2,SA6-PC,Rhumatologie,PEC-ttt,PEC-ttt,Arthrose,ARTHROSE,"Premier recours, urgences",,
9,90,SN1-1,FS01,Incidents iatrogènes nouvellement rencontrés,SN1 avant Urgences,non,Pôle femme avant SN2,SA10-SN1-PC,Cardiologie,Diagnostic,Diagnostic,Hypertension artérielle de l'adulte et de l’enfant,HTA,"Premier recours, urgences",,
10,91,SN1-1,FS02,Incidents iatrogènes nouvellement rencontrés,Urgences avant SN1,non,SN2 avant Pôle femme,SA dosage ACE CA199,Gastroentérologie,Diagnostic,Diagnostic,Diagnostic des cancers : signes d'appel et investigations para-cliniques ; caractérisation du stade ; pronostic,DÉPISTAGE ET PRÉVENTION,"Continuité, suivi, coordination des soins autour du patient",['C5NiD1' 'C2NID1' 'C2NiD4' 'C5NiD2' 'C5NiD6' 'C6NiD1' 'C6NiD2'],
10,92,SN1-1,FS09,Difficultés relationnelles avec le patient ou son entourage,Urgences avant SN1,non,SN2 avant Pôle femme,SA patiente dysphasique,Neurologie,PEC-ttt,PEC-ttt,La personne handicapée : bases de l'évaluation fonctionnelle et thérapeutique,LANGAGE ORAL ET ÉCRIT (TROUBLE DU),"Approche globale, prise en compte de la complexité",['C1NnD4' 'C1NnD7' 'C1NnD8' 'C1NiD1' 'C1NnD1'],
10,93,SN1-1,FS02,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,non,SN2 avant Pôle femme,SA antalgie sujet âgé,Médecine Interne - Immuno,PEC-ttt,PEC-ttt,"Thérapeutiques antalgiques, médicamenteuses et non médicamenteuses",IATROGÈNE - EFFET INDÉSIRABLE D’UNE THÉRAPEUTIQUE,"Approche globale, prise en compte de la complexité",['C2NiD4' 'C4NiD3' 'C5NiD3' 'C5NiD5' 'C6NiD1' 'C6NiD3'],
10,94,SN1-1,FS10,Situations de soins non programmés vous ayant posé problème,Urgences avant SN1,non,SN2 avant Pôle femme,SA patient alcoolique,Psychiatrie,PEC-ttt,PEC-ttt,Addiction à l'alcool,ALCOOL (PROBLÈME AVEC L’),"Continuité, suivi, coordination des soins autour du patient",['C1NiD1' 'C1NiD2' 'C1NiD4' 'C1NiD3' 'C2NiD4' 'C2NiD5' 'C4NiD1' 'C1NiD6'],
10,95,SN1-1,FS10,Procédures médico-administratives,Urgences avant SN1,non,SN2 avant Pôle femme,SA prise en charge judiciaire,Santé publique (Administratif/Social),Administratif-Social,Autre,Autonomie et dépendance chez le sujet âgé,PROCÉDURE ADMINISTRATIVE,"Continuité, suivi, coordination des soins autour du patient","['C1NiD7' 'C4NiD1' 'C4NiD4' 'C4NiD5' 'C5NiD6' 'C6NiD1' 'C6NiD2' 'C6NiD3'
 'C1NiD6']",
10,96,SN1-1,FS07,Exemples de l'apport de la supervision de l'enseignant clinicien modifiant votre perception de la situation,Urgences avant SN1,non,SN2 avant Pôle femme,SA enfant victime de harcèlement scolaire,Psychiatrie,Diagnostic,Diagnostic,"Diagnostiquer : un trouble dépressif, un trouble anxieux généralisé, un trouble panique, un trouble phobique, un trouble obsessionnel compulsif, un état de stress post-traumatique, un trouble de l'adaptation (de l'enfant à la personne âgée), un trouble de la personnalité",PSYCHIQUE (TROUBLE),"Éducation, prévention, dépistage, santé individuelle et communautaire",['C1NiD1' 'C1NiD2' 'C1NiD5' 'C1NiD3' 'C2NiD4' 'C3NiD5' 'C6NiD1' 'C1NiD6'],
10,97,SN1-1,FS07,Exemples de l'apport de la supervision de l'enseignant clinicien modifiant votre perception de la situation,Urgences avant SN1,non,SN2 avant Pôle femme,SA patient en burn out,Psychiatrie,Diagnostic,Diagnostic,"Diagnostiquer : un trouble dépressif, un trouble anxieux généralisé, un trouble panique, un trouble phobique, un trouble obsessionnel compulsif, un état de stress post-traumatique, un trouble de l'adaptation (de l'enfant à la personne âgée), un trouble de la personnalité",PSYCHIQUE (TROUBLE),"Approche globale, prise en compte de la complexité","['C1NiD1' 'C1NiD2' 'C1NiD4' 'C1NiD5' 'C1NiD3' 'C5NiD1' 'C2NiD3' 'C2NID1'
 'C2NiD2' 'C5NiD3' 'C5NiD5' 'C6NiD1' 'C6NiD2' 'C6NiD3']",
10,98,SN1-1,FS11,Difficultés relationnelles avec le patient ou son entourage,Urgences avant SN1,non,SN2 avant Pôle femme,SA patient migrant,Santé publique (Administratif/Social),Administratif-Social,Autre,Pathologie infectieuse chez les migrants adultes et enfants,PROCÉDURE ADMINISTRATIVE,"Approche globale, prise en compte de la complexité","['C1NiD1' 'C1NiD2' 'C1NiD5' 'C1NiD3' 'C1NiD7' 'C2NiD2' 'C2NiD4' 'C3NiD5'
 'C3NiD6' 'C4NiD5' 'C5NiD3' 'C5NiD5' 'C5NiD6' 'C6NiD1' 'C6NiD2' 'C6NiD3'
 'C1NiD6']",
10,99,SN1-1,FS02,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,Urgences avant SN1,non,SN2 avant Pôle femme,SA suspicion d'occlusion digestive,Ethique/Communication/Relation,Ethique-Communication-Relation,Autre,"La relation médecin-malade dans le cadre du colloque singulier ou au sein d'une équipe, le cas échéant pluriprofessionnelle. La communication avec le patient et son entourage. L'annonce d'une maladie grave ou létale ou d'un dommage associé aux soins. La formation du patient. La personnalisation de la prise en charge médicale.",0,"Relation, communication, approche centrée patient","['C2NcD2' 'C1NcD1' 'C1NcD2' 'C1NcD3' 'C1NcD4' 'C1NcD7' 'C2NcD4' 'C5NcD7'
 'C4NcD7' 'C5NcD3' 'C5NcD4' 'C6NcD5']",
10,100,SN1-1,FS03,Evaluation par le sénior de la compétence à communiquer avec le patient selon les critères de la grille de Calgary simplifiée,Urgences avant SN1,non,SN2 avant Pôle femme,SA infarctus,Cardiologie,PEC-ttt,PEC-ttt,Douleur thoracique aiguë,ANGOR -INSUFFISANCE CORONARIENNE,"Continuité, suivi, coordination des soins autour du patient","['C1NiD1' 'C1NiD2' 'C1NiD3' 'C1NiD7' 'C2NID1' 'C2NiD2' 'C2NiD5' 'C4NiD2'
 'C4NiD4' 'C5NiD6' 'C6NiD1' 'C6NiD2']",
11,101,SN1-2,FS09,"Situations cliniques inédites de soin, de prévention, de dépistage et d'éducation, occasion d'un apprentissage",Urgences avant SN1,non,Aucun des deux n'a été réalisé,La Fibromyalgie,Rhumatologie,PEC-ttt,PEC-ttt,"Bases neurophysiologiques, mécanismes physiopathologiques d'une douleur aiguë et d'une douleur chronique
",DOULEUR NON CARACTÉRISTIQUE,"Approche globale, prise en compte de la complexité",['C1NnD4' 'C5NnD2' 'C2NnD2'],
